session,method,r2,axis,movement,timeLag,trainCount
indy_20160630_01_64ms,channelbase,0.58804727,x,velocity,5,5000
indy_20161011_03_64ms,channelbase,0.7120266,x,velocity,5,5000
indy_20161013_03_64ms,channelbase,0.6883155,x,velocity,5,5000
indy_20161014_04_64ms,channelbase,0.62405753,x,velocity,5,5000
indy_20161027_03_64ms,channelbase,0.70831466,x,velocity,5,5000
indy_20161206_02_64ms,channelbase,0.56254935,x,velocity,5,5000
indy_20161212_02_64ms,channelbase,0.722966,x,velocity,5,5000
indy_20170131_02_64ms,channelbase,0.7021892,x,velocity,5,5000
indy_20160407_02_64ms,channelbase,0.6194471,x,velocity,5,5000
indy_20160411_01_64ms,channelbase,0.73155046,x,velocity,5,5000
indy_20160411_02_64ms,channelbase,0.7068957,x,velocity,5,5000
indy_20160418_01_64ms,channelbase,0.66105723,x,velocity,5,5000
indy_20160419_01_64ms,channelbase,0.70954275,x,velocity,5,5000
indy_20160420_01_64ms,channelbase,0.73194945,x,velocity,5,5000
indy_20160426_01_64ms,channelbase,0.71655357,x,velocity,5,5000
indy_20160622_01_64ms,channelbase,0.6182329,x,velocity,5,5000
indy_20160627_01_64ms,channelbase,0.6260229,x,velocity,5,5000
indy_20160630_01_64ms,channelbase,0.59933054,x,velocity,5,5000
indy_20161011_03_64ms,channelbase,0.7238715,x,velocity,5,5000
indy_20161013_03_64ms,channelbase,0.66809094,x,velocity,5,5000
indy_20161014_04_64ms,channelbase,0.62718844,x,velocity,5,5000
indy_20161027_03_64ms,channelbase,0.7269913,x,velocity,5,5000
indy_20161206_02_64ms,channelbase,0.5640557,x,velocity,5,5000
indy_20161212_02_64ms,channelbase,0.711334,x,velocity,5,5000
indy_20170131_02_64ms,channelbase,0.68152237,x,velocity,5,5000
indy_20160407_02_64ms,channelbase,0.6176604,x,velocity,5,5000
indy_20160411_01_64ms,channelbase,0.7320122,x,velocity,5,5000
indy_20160411_02_64ms,channelbase,0.69316554,x,velocity,5,5000
indy_20160418_01_64ms,channelbase,0.685807,x,velocity,5,5000
indy_20160419_01_64ms,channelbase,0.72325814,x,velocity,5,5000
indy_20160420_01_64ms,channelbase,0.720775,x,velocity,5,5000
indy_20160426_01_64ms,channelbase,0.725378,x,velocity,5,5000
indy_20160622_01_64ms,channelbase,0.58677393,x,velocity,5,5000
indy_20160627_01_64ms,channelbase,0.62698376,x,velocity,5,5000
indy_20160630_01_64ms,channelbase,0.59420747,x,velocity,5,5000
indy_20161011_03_64ms,channelbase,0.74143946,x,velocity,5,5000
indy_20161013_03_64ms,channelbase,0.6481855,x,velocity,5,5000
indy_20161014_04_64ms,channelbase,0.6036999,x,velocity,5,5000
indy_20161027_03_64ms,channelbase,0.72800237,x,velocity,5,5000
indy_20161206_02_64ms,channelbase,0.5826459,x,velocity,5,5000
indy_20161212_02_64ms,channelbase,0.72790825,x,velocity,5,5000
indy_20170131_02_64ms,channelbase,0.6934452,x,velocity,5,5000
indy_20160407_02_64ms,channelbase,0.6484064,x,velocity,5,7000
indy_20160411_01_64ms,channelbase,0.7434455,x,velocity,5,7000
indy_20160411_02_64ms,channelbase,0.7058712,x,velocity,5,7000
indy_20160418_01_64ms,channelbase,0.72905266,x,velocity,5,7000
indy_20160419_01_64ms,channelbase,0.7315961,x,velocity,5,7000
indy_20160420_01_64ms,channelbase,0.7506347,x,velocity,5,7000
indy_20160426_01_64ms,channelbase,0.74936724,x,velocity,5,7000
indy_20160622_01_64ms,channelbase,0.5907276,x,velocity,5,7000
indy_20160627_01_64ms,channelbase,0.63217056,x,velocity,5,7000
indy_20160630_01_64ms,channelbase,0.6248294,x,velocity,5,7000
indy_20161011_03_64ms,channelbase,0.7763828,x,velocity,5,7000
indy_20161013_03_64ms,channelbase,0.69114125,x,velocity,5,7000
indy_20161014_04_64ms,channelbase,0.62383807,x,velocity,5,7000
indy_20161027_03_64ms,channelbase,0.7600429,x,velocity,5,7000
indy_20161206_02_64ms,channelbase,0.6443397,x,velocity,5,7000
indy_20161212_02_64ms,channelbase,0.73499066,x,velocity,5,7000
indy_20170131_02_64ms,channelbase,0.71491665,x,velocity,5,7000
indy_20160407_02_64ms,channelbase,0.64978623,x,velocity,5,7000
indy_20160411_01_64ms,channelbase,0.74862206,x,velocity,5,7000
indy_20160411_02_64ms,channelbase,0.72493935,x,velocity,5,7000
indy_20160418_01_64ms,channelbase,0.73163193,x,velocity,5,7000
indy_20160419_01_64ms,channelbase,0.7327492,x,velocity,5,7000
indy_20160420_01_64ms,channelbase,0.74522525,x,velocity,5,7000
indy_20160426_01_64ms,channelbase,0.74827147,x,velocity,5,7000
indy_20160622_01_64ms,channelbase,0.6229749,x,velocity,5,7000
indy_20160627_01_64ms,channelbase,0.6421057,x,velocity,5,7000
indy_20160630_01_64ms,channelbase,0.6204014,x,velocity,5,7000
indy_20161011_03_64ms,channelbase,0.77535015,x,velocity,5,7000
indy_20161013_03_64ms,channelbase,0.699299,x,velocity,5,7000
indy_20161014_04_64ms,channelbase,0.61216927,x,velocity,5,7000
indy_20161027_03_64ms,channelbase,0.7392764,x,velocity,5,7000
indy_20161206_02_64ms,channelbase,0.6553987,x,velocity,5,7000
indy_20161212_02_64ms,channelbase,0.7352095,x,velocity,5,7000
indy_20170131_02_64ms,channelbase,0.7318122,x,velocity,5,7000
indy_20160407_02_64ms,channelbase,0.6327791,x,velocity,5,7000
indy_20160411_01_64ms,channelbase,0.76078826,x,velocity,5,7000
indy_20160411_02_64ms,channelbase,0.71982855,x,velocity,5,7000
indy_20160418_01_64ms,channelbase,0.7269995,x,velocity,5,7000
indy_20160419_01_64ms,channelbase,0.70015156,x,velocity,5,7000
indy_20160420_01_64ms,channelbase,0.73929113,x,velocity,5,7000
indy_20160426_01_64ms,channelbase,0.7496592,x,velocity,5,7000
indy_20160622_01_64ms,channelbase,0.6215685,x,velocity,5,7000
indy_20160627_01_64ms,channelbase,0.6500039,x,velocity,5,7000
indy_20160630_01_64ms,channelbase,0.627152,x,velocity,5,7000
indy_20161011_03_64ms,channelbase,0.7703488,x,velocity,5,7000
indy_20161013_03_64ms,channelbase,0.72676384,x,velocity,5,7000
indy_20161014_04_64ms,channelbase,0.6338713,x,velocity,5,7000
indy_20161027_03_64ms,channelbase,0.7513982,x,velocity,5,7000
indy_20161206_02_64ms,channelbase,0.6418979,x,velocity,5,7000
indy_20161212_02_64ms,channelbase,0.7328931,x,velocity,5,7000
indy_20170131_02_64ms,channelbase,0.72959757,x,velocity,5,7000
indy_20160407_02_64ms,channelbase,0.6374126,x,velocity,5,7000
indy_20160411_01_64ms,channelbase,0.7495519,x,velocity,5,7000
indy_20160411_02_64ms,channelbase,0.7253214,x,velocity,5,7000
indy_20160418_01_64ms,channelbase,0.724822,x,velocity,5,7000
indy_20160419_01_64ms,channelbase,0.74686193,x,velocity,5,7000
indy_20160420_01_64ms,channelbase,0.7417824,x,velocity,5,7000
indy_20160426_01_64ms,channelbase,0.7487978,x,velocity,5,7000
indy_20160622_01_64ms,channelbase,0.5921551,x,velocity,5,7000
indy_20160627_01_64ms,channelbase,0.6331167,x,velocity,5,7000
indy_20160630_01_64ms,channelbase,0.6201639,x,velocity,5,7000
indy_20161011_03_64ms,channelbase,0.7825915,x,velocity,5,7000
indy_20161013_03_64ms,channelbase,0.70438397,x,velocity,5,7000
indy_20161014_04_64ms,channelbase,0.63111603,x,velocity,5,7000
indy_20161027_03_64ms,channelbase,0.76938444,x,velocity,5,7000
indy_20161206_02_64ms,channelbase,0.65248257,x,velocity,5,7000
indy_20161212_02_64ms,channelbase,0.71852094,x,velocity,5,7000
indy_20170131_02_64ms,channelbase,0.72314584,x,velocity,5,7000
indy_20160407_02_64ms,channelbase,0.65055466,x,velocity,5,7000
indy_20160411_01_64ms,channelbase,0.75131273,x,velocity,5,7000
indy_20160411_02_64ms,channelbase,0.72172,x,velocity,5,7000
indy_20160418_01_64ms,channelbase,0.69855547,x,velocity,5,7000
indy_20160419_01_64ms,channelbase,0.7476733,x,velocity,5,7000
indy_20160420_01_64ms,channelbase,0.73798764,x,velocity,5,7000
indy_20160426_01_64ms,channelbase,0.7454443,x,velocity,5,7000
indy_20160622_01_64ms,channelbase,0.5999254,x,velocity,5,7000
indy_20160627_01_64ms,channelbase,0.6510724,x,velocity,5,7000
indy_20160630_01_64ms,channelbase,0.6272762,x,velocity,5,7000
indy_20161011_03_64ms,channelbase,0.77668476,x,velocity,5,7000
indy_20161013_03_64ms,channelbase,0.7052287,x,velocity,5,7000
indy_20161014_04_64ms,channelbase,0.61103785,x,velocity,5,7000
indy_20161027_03_64ms,channelbase,0.7539159,x,velocity,5,7000
indy_20161206_02_64ms,channelbase,0.6539206,x,velocity,5,7000
indy_20161212_02_64ms,channelbase,0.727464,x,velocity,5,7000
indy_20170131_02_64ms,channelbase,0.73204494,x,velocity,5,7000
indy_20160407_02_64ms,channelbase,0.62247944,x,velocity,10,3000
indy_20160411_01_64ms,channelbase,0.66158557,x,velocity,10,3000
indy_20160411_02_64ms,channelbase,0.68937355,x,velocity,10,3000
indy_20160418_01_64ms,channelbase,0.61450845,x,velocity,10,3000
indy_20160419_01_64ms,channelbase,0.6272526,x,velocity,10,3000
indy_20160420_01_64ms,channelbase,0.67183864,x,velocity,10,3000
indy_20160426_01_64ms,channelbase,0.6801755,x,velocity,10,3000
indy_20160622_01_64ms,channelbase,0.39905947,x,velocity,10,3000
indy_20160627_01_64ms,channelbase,0.41399014,x,velocity,10,3000
indy_20160630_01_64ms,channelbase,0.5220821,x,velocity,10,3000
indy_20161011_03_64ms,channelbase,0.698699,x,velocity,10,3000
indy_20161013_03_64ms,channelbase,0.6000267,x,velocity,10,3000
indy_20161014_04_64ms,channelbase,0.540506,x,velocity,10,3000
indy_20161027_03_64ms,channelbase,0.6801896,x,velocity,10,3000
indy_20161206_02_64ms,channelbase,0.36963654,x,velocity,10,3000
indy_20161212_02_64ms,channelbase,0.6766436,x,velocity,10,3000
indy_20170131_02_64ms,channelbase,0.6589,x,velocity,10,3000
indy_20160407_02_64ms,channelbase,0.61432755,x,velocity,10,3000
indy_20160411_01_64ms,channelbase,0.670987,x,velocity,10,3000
indy_20160411_02_64ms,channelbase,0.7113354,x,velocity,10,3000
indy_20160418_01_64ms,channelbase,0.6207739,x,velocity,10,3000
indy_20160419_01_64ms,channelbase,0.6861407,x,velocity,10,3000
indy_20160420_01_64ms,channelbase,0.70655954,x,velocity,10,3000
indy_20160426_01_64ms,channelbase,0.6870952,x,velocity,10,3000
indy_20160622_01_64ms,channelbase,0.45106244,x,velocity,10,3000
indy_20160627_01_64ms,channelbase,0.40127295,x,velocity,10,3000
indy_20160630_01_64ms,channelbase,0.54103565,x,velocity,10,3000
indy_20161011_03_64ms,channelbase,0.671973,x,velocity,10,3000
indy_20161013_03_64ms,channelbase,0.62082815,x,velocity,10,3000
indy_20161014_04_64ms,channelbase,0.6316231,x,velocity,10,3000
indy_20161027_03_64ms,channelbase,0.69258785,x,velocity,10,3000
indy_20161206_02_64ms,channelbase,0.32955348,x,velocity,10,3000
indy_20161212_02_64ms,channelbase,0.68228745,x,velocity,10,3000
indy_20170131_02_64ms,channelbase,0.65998673,x,velocity,10,3000
indy_20160407_02_64ms,channelbase,0.59490675,x,velocity,10,3000
indy_20160411_01_64ms,channelbase,0.667563,x,velocity,10,3000
indy_20160411_02_64ms,channelbase,0.68235135,x,velocity,10,3000
indy_20160418_01_64ms,channelbase,0.6094502,x,velocity,10,3000
indy_20160419_01_64ms,channelbase,0.64941305,x,velocity,10,3000
indy_20160420_01_64ms,channelbase,0.7062087,x,velocity,10,3000
indy_20160426_01_64ms,channelbase,0.6468099,x,velocity,10,3000
indy_20160622_01_64ms,channelbase,0.34355134,x,velocity,10,3000
indy_20160627_01_64ms,channelbase,0.43561238,x,velocity,10,3000
indy_20160630_01_64ms,channelbase,0.52408135,x,velocity,10,3000
indy_20161011_03_64ms,channelbase,0.67643666,x,velocity,10,3000
indy_20161013_03_64ms,channelbase,0.5898843,x,velocity,10,3000
indy_20161014_04_64ms,channelbase,0.5630648,x,velocity,10,3000
indy_20161027_03_64ms,channelbase,0.6702371,x,velocity,10,3000
indy_20161206_02_64ms,channelbase,0.36772156,x,velocity,10,3000
indy_20161212_02_64ms,channelbase,0.68335944,x,velocity,10,3000
indy_20170131_02_64ms,channelbase,0.669737,x,velocity,10,3000
indy_20160407_02_64ms,channelbase,0.59848714,x,velocity,10,3000
indy_20160411_01_64ms,channelbase,0.6379506,x,velocity,10,3000
indy_20160411_02_64ms,channelbase,0.63671374,x,velocity,10,3000
indy_20160418_01_64ms,channelbase,0.59771085,x,velocity,10,3000
indy_20160419_01_64ms,channelbase,0.69979656,x,velocity,10,3000
indy_20160420_01_64ms,channelbase,0.67031324,x,velocity,10,3000
indy_20160426_01_64ms,channelbase,0.68003696,x,velocity,10,3000
indy_20160622_01_64ms,channelbase,0.46331757,x,velocity,10,3000
indy_20160627_01_64ms,channelbase,0.35732347,x,velocity,10,3000
indy_20160630_01_64ms,channelbase,0.52839434,x,velocity,10,3000
indy_20161011_03_64ms,channelbase,0.6935414,x,velocity,10,3000
indy_20161013_03_64ms,channelbase,0.5749003,x,velocity,10,3000
indy_20161014_04_64ms,channelbase,0.61866903,x,velocity,10,3000
indy_20161027_03_64ms,channelbase,0.6772984,x,velocity,10,3000
indy_20161206_02_64ms,channelbase,0.4180488,x,velocity,10,3000
indy_20161212_02_64ms,channelbase,0.6469649,x,velocity,10,3000
indy_20170131_02_64ms,channelbase,0.6473763,x,velocity,10,3000
indy_20160407_02_64ms,channelbase,0.6034952,x,velocity,10,3000
indy_20160411_01_64ms,channelbase,0.6621425,x,velocity,10,3000
indy_20160411_02_64ms,channelbase,0.70262086,x,velocity,10,3000
indy_20160418_01_64ms,channelbase,0.6198844,x,velocity,10,3000
indy_20160419_01_64ms,channelbase,0.686966,x,velocity,10,3000
indy_20160420_01_64ms,channelbase,0.68356144,x,velocity,10,3000
indy_20160426_01_64ms,channelbase,0.6937692,x,velocity,10,3000
indy_20160622_01_64ms,channelbase,0.34308892,x,velocity,10,3000
indy_20160627_01_64ms,channelbase,0.29546392,x,velocity,10,3000
indy_20160630_01_64ms,channelbase,0.51836723,x,velocity,10,3000
indy_20161011_03_64ms,channelbase,0.6684526,x,velocity,10,3000
indy_20161013_03_64ms,channelbase,0.6391449,x,velocity,10,3000
indy_20161014_04_64ms,channelbase,0.5998826,x,velocity,10,3000
indy_20161027_03_64ms,channelbase,0.68972725,x,velocity,10,3000
indy_20161206_02_64ms,channelbase,0.41079068,x,velocity,10,3000
indy_20161212_02_64ms,channelbase,0.6920638,x,velocity,10,3000
indy_20170131_02_64ms,channelbase,0.675075,x,velocity,10,3000
indy_20160407_02_64ms,channelbase,0.6582787,x,velocity,10,5000
indy_20160411_01_64ms,channelbase,0.7235689,x,velocity,10,5000
indy_20160411_02_64ms,channelbase,0.72023344,x,velocity,10,5000
indy_20160418_01_64ms,channelbase,0.6780472,x,velocity,10,5000
indy_20160419_01_64ms,channelbase,0.7168814,x,velocity,10,5000
indy_20160420_01_64ms,channelbase,0.71935403,x,velocity,10,5000
indy_20160426_01_64ms,channelbase,0.72496474,x,velocity,10,5000
indy_20160622_01_64ms,channelbase,0.6337937,x,velocity,10,5000
indy_20160627_01_64ms,channelbase,0.57536745,x,velocity,10,5000
indy_20160630_01_64ms,channelbase,0.59187746,x,velocity,10,5000
indy_20161011_03_64ms,channelbase,0.7382691,x,velocity,10,5000
indy_20161013_03_64ms,channelbase,0.682699,x,velocity,10,5000
indy_20161014_04_64ms,channelbase,0.6664578,x,velocity,10,5000
indy_20161027_03_64ms,channelbase,0.65417254,x,velocity,10,5000
indy_20161206_02_64ms,channelbase,0.56226826,x,velocity,10,5000
indy_20161212_02_64ms,channelbase,0.7049693,x,velocity,10,5000
indy_20170131_02_64ms,channelbase,0.68993485,x,velocity,10,5000
indy_20160407_02_64ms,channelbase,0.6420276,x,velocity,10,5000
indy_20160411_01_64ms,channelbase,0.69567055,x,velocity,10,5000
indy_20160411_02_64ms,channelbase,0.7324753,x,velocity,10,5000
indy_20160418_01_64ms,channelbase,0.65483737,x,velocity,10,5000
indy_20160419_01_64ms,channelbase,0.7287278,x,velocity,10,5000
indy_20160420_01_64ms,channelbase,0.72837055,x,velocity,10,5000
indy_20160426_01_64ms,channelbase,0.7181899,x,velocity,10,5000
indy_20160622_01_64ms,channelbase,0.65893006,x,velocity,10,5000
indy_20160627_01_64ms,channelbase,0.55943847,x,velocity,10,5000
indy_20160630_01_64ms,channelbase,0.58216405,x,velocity,10,5000
indy_20161011_03_64ms,channelbase,0.73930126,x,velocity,10,5000
indy_20161013_03_64ms,channelbase,0.69834363,x,velocity,10,5000
indy_20161014_04_64ms,channelbase,0.62968856,x,velocity,10,5000
indy_20161027_03_64ms,channelbase,0.69231796,x,velocity,10,5000
indy_20161206_02_64ms,channelbase,0.5745708,x,velocity,10,5000
indy_20161212_02_64ms,channelbase,0.6913511,x,velocity,10,5000
indy_20170131_02_64ms,channelbase,0.695055,x,velocity,10,5000
indy_20160407_02_64ms,channelbase,0.64536405,x,velocity,10,5000
indy_20160411_01_64ms,channelbase,0.7216443,x,velocity,10,5000
indy_20160411_02_64ms,channelbase,0.7479756,x,velocity,10,5000
indy_20160418_01_64ms,channelbase,0.69156194,x,velocity,10,5000
indy_20160419_01_64ms,channelbase,0.72757405,x,velocity,10,5000
indy_20160420_01_64ms,channelbase,0.74543613,x,velocity,10,5000
indy_20160426_01_64ms,channelbase,0.7157649,x,velocity,10,5000
indy_20160622_01_64ms,channelbase,0.6205384,x,velocity,10,5000
indy_20160627_01_64ms,channelbase,0.55833316,x,velocity,10,5000
indy_20160630_01_64ms,channelbase,0.59360945,x,velocity,10,5000
indy_20161011_03_64ms,channelbase,0.7338374,x,velocity,10,5000
indy_20161013_03_64ms,channelbase,0.6582525,x,velocity,10,5000
indy_20161014_04_64ms,channelbase,0.60774386,x,velocity,10,5000
indy_20161027_03_64ms,channelbase,0.7327875,x,velocity,10,5000
indy_20161206_02_64ms,channelbase,0.5530528,x,velocity,10,5000
indy_20161212_02_64ms,channelbase,0.69600403,x,velocity,10,5000
indy_20170131_02_64ms,channelbase,0.6830572,x,velocity,10,5000
indy_20160407_02_64ms,channelbase,0.646456,x,velocity,10,5000
indy_20160411_01_64ms,channelbase,0.72319925,x,velocity,10,5000
indy_20160411_02_64ms,channelbase,0.73369765,x,velocity,10,5000
indy_20160418_01_64ms,channelbase,0.68046546,x,velocity,10,5000
indy_20160419_01_64ms,channelbase,0.7462619,x,velocity,10,5000
indy_20160420_01_64ms,channelbase,0.7473633,x,velocity,10,5000
indy_20160426_01_64ms,channelbase,0.7224778,x,velocity,10,5000
indy_20160622_01_64ms,channelbase,0.6520852,x,velocity,10,5000
indy_20160627_01_64ms,channelbase,0.57173216,x,velocity,10,5000
indy_20160630_01_64ms,channelbase,0.5948711,x,velocity,10,5000
indy_20161011_03_64ms,channelbase,0.7512218,x,velocity,10,5000
indy_20161013_03_64ms,channelbase,0.70102,x,velocity,10,5000
indy_20161014_04_64ms,channelbase,0.65206134,x,velocity,10,5000
indy_20161027_03_64ms,channelbase,0.72216845,x,velocity,10,5000
indy_20161206_02_64ms,channelbase,0.5788896,x,velocity,10,5000
indy_20161212_02_64ms,channelbase,0.68583417,x,velocity,10,5000
indy_20170131_02_64ms,channelbase,0.6816237,x,velocity,10,5000
indy_20160407_02_64ms,channelbase,0.63746655,x,velocity,10,5000
indy_20160411_01_64ms,channelbase,0.7174718,x,velocity,10,5000
indy_20160411_02_64ms,channelbase,0.72226995,x,velocity,10,5000
indy_20160418_01_64ms,channelbase,0.6874441,x,velocity,10,5000
indy_20160419_01_64ms,channelbase,0.7533525,x,velocity,10,5000
indy_20160420_01_64ms,channelbase,0.7357581,x,velocity,10,5000
indy_20160426_01_64ms,channelbase,0.7386409,x,velocity,10,5000
indy_20160622_01_64ms,channelbase,0.6209759,x,velocity,10,5000
indy_20160627_01_64ms,channelbase,0.58753586,x,velocity,10,5000
indy_20160630_01_64ms,channelbase,0.59630436,x,velocity,10,5000
indy_20161011_03_64ms,channelbase,0.7238834,x,velocity,10,5000
indy_20161013_03_64ms,channelbase,0.69628257,x,velocity,10,5000
indy_20161014_04_64ms,channelbase,0.67200756,x,velocity,10,5000
indy_20161027_03_64ms,channelbase,0.704672,x,velocity,10,5000
indy_20161206_02_64ms,channelbase,0.601179,x,velocity,10,5000
indy_20161212_02_64ms,channelbase,0.7009648,x,velocity,10,5000
indy_20170131_02_64ms,channelbase,0.72428244,x,velocity,10,5000
indy_20160407_02_64ms,channelbase,0.6600939,x,velocity,10,7000
indy_20160411_01_64ms,channelbase,0.7488551,x,velocity,10,7000
indy_20160411_02_64ms,channelbase,0.74789464,x,velocity,10,7000
indy_20160418_01_64ms,channelbase,0.70581484,x,velocity,10,7000
indy_20160419_01_64ms,channelbase,0.7686363,x,velocity,10,7000
indy_20160420_01_64ms,channelbase,0.7569224,x,velocity,10,7000
indy_20160426_01_64ms,channelbase,0.7695293,x,velocity,10,7000
indy_20160622_01_64ms,channelbase,0.64346856,x,velocity,10,7000
indy_20160627_01_64ms,channelbase,0.59221727,x,velocity,10,7000
indy_20160630_01_64ms,channelbase,0.61442506,x,velocity,10,7000
indy_20161011_03_64ms,channelbase,0.7793387,x,velocity,10,7000
indy_20161013_03_64ms,channelbase,0.71636397,x,velocity,10,7000
indy_20161014_04_64ms,channelbase,0.69867384,x,velocity,10,7000
indy_20161027_03_64ms,channelbase,0.740438,x,velocity,10,7000
indy_20161206_02_64ms,channelbase,0.696046,x,velocity,10,7000
indy_20161212_02_64ms,channelbase,0.70163196,x,velocity,10,7000
indy_20170131_02_64ms,channelbase,0.74772036,x,velocity,10,7000
indy_20160407_02_64ms,channelbase,0.67929083,x,velocity,10,7000
indy_20160411_01_64ms,channelbase,0.7657248,x,velocity,10,7000
indy_20160411_02_64ms,channelbase,0.76387995,x,velocity,10,7000
indy_20160418_01_64ms,channelbase,0.7240454,x,velocity,10,7000
indy_20160419_01_64ms,channelbase,0.78047454,x,velocity,10,7000
