session,method,r2,axis,movement,timeLag,trainCount
indy_20160420_01_64ms,channelbase,0.7721503,x,velocity,10,7000
indy_20160426_01_64ms,channelbase,0.7713277,x,velocity,10,7000
indy_20160622_01_64ms,channelbase,0.6454793,x,velocity,10,7000
indy_20160627_01_64ms,channelbase,0.6076002,x,velocity,10,7000
indy_20160630_01_64ms,channelbase,0.6188345,x,velocity,10,7000
indy_20161011_03_64ms,channelbase,0.78562176,x,velocity,10,7000
indy_20161013_03_64ms,channelbase,0.72012687,x,velocity,10,7000
indy_20161014_04_64ms,channelbase,0.7137755,x,velocity,10,7000
indy_20161027_03_64ms,channelbase,0.7453687,x,velocity,10,7000
indy_20161206_02_64ms,channelbase,0.67580473,x,velocity,10,7000
indy_20161212_02_64ms,channelbase,0.7051638,x,velocity,10,7000
indy_20170131_02_64ms,channelbase,0.73897696,x,velocity,10,7000
indy_20160407_02_64ms,channelbase,0.6859218,x,velocity,10,7000
indy_20160411_01_64ms,channelbase,0.74179924,x,velocity,10,7000
indy_20160411_02_64ms,channelbase,0.75727093,x,velocity,10,7000
indy_20160418_01_64ms,channelbase,0.718758,x,velocity,10,7000
indy_20160419_01_64ms,channelbase,0.7713144,x,velocity,10,7000
indy_20160420_01_64ms,channelbase,0.7622807,x,velocity,10,7000
indy_20160426_01_64ms,channelbase,0.738934,x,velocity,10,7000
indy_20160622_01_64ms,channelbase,0.5884676,x,velocity,10,7000
indy_20160627_01_64ms,channelbase,0.5834416,x,velocity,10,7000
indy_20160630_01_64ms,channelbase,0.61877877,x,velocity,10,7000
indy_20161011_03_64ms,channelbase,0.7916683,x,velocity,10,7000
indy_20161013_03_64ms,channelbase,0.7357485,x,velocity,10,7000
indy_20161014_04_64ms,channelbase,0.67288995,x,velocity,10,7000
indy_20161027_03_64ms,channelbase,0.75996125,x,velocity,10,7000
indy_20161206_02_64ms,channelbase,0.6868743,x,velocity,10,7000
indy_20161212_02_64ms,channelbase,0.72865313,x,velocity,10,7000
indy_20170131_02_64ms,channelbase,0.73217726,x,velocity,10,7000
indy_20160407_02_64ms,channelbase,0.6630692,x,velocity,10,7000
indy_20160411_01_64ms,channelbase,0.76582247,x,velocity,10,7000
indy_20160411_02_64ms,channelbase,0.74894494,x,velocity,10,7000
indy_20160418_01_64ms,channelbase,0.72891474,x,velocity,10,7000
indy_20160419_01_64ms,channelbase,0.7447002,x,velocity,10,7000
indy_20160420_01_64ms,channelbase,0.77895606,x,velocity,10,7000
indy_20160426_01_64ms,channelbase,0.76137954,x,velocity,10,7000
indy_20160622_01_64ms,channelbase,0.64856017,x,velocity,10,7000
indy_20160627_01_64ms,channelbase,0.5794884,x,velocity,10,7000
indy_20160630_01_64ms,channelbase,0.60444564,x,velocity,10,7000
indy_20161011_03_64ms,channelbase,0.78908825,x,velocity,10,7000
indy_20161013_03_64ms,channelbase,0.7175665,x,velocity,10,7000
indy_20161014_04_64ms,channelbase,0.6805372,x,velocity,10,7000
indy_20161027_03_64ms,channelbase,0.7641908,x,velocity,10,7000
indy_20161206_02_64ms,channelbase,0.6735309,x,velocity,10,7000
indy_20161212_02_64ms,channelbase,0.72155094,x,velocity,10,7000
indy_20170131_02_64ms,channelbase,0.7533661,x,velocity,10,7000
indy_20160407_02_64ms,channelbase,0.6685046,x,velocity,10,7000
indy_20160411_01_64ms,channelbase,0.77920103,x,velocity,10,7000
indy_20160411_02_64ms,channelbase,0.7625795,x,velocity,10,7000
indy_20160418_01_64ms,channelbase,0.7104695,x,velocity,10,7000
indy_20160419_01_64ms,channelbase,0.73606,x,velocity,10,7000
indy_20160420_01_64ms,channelbase,0.7708934,x,velocity,10,7000
indy_20160426_01_64ms,channelbase,0.76432234,x,velocity,10,7000
indy_20160622_01_64ms,channelbase,0.65923834,x,velocity,10,7000
indy_20160627_01_64ms,channelbase,0.5900664,x,velocity,10,7000
indy_20160630_01_64ms,channelbase,0.6155306,x,velocity,10,7000
indy_20161011_03_64ms,channelbase,0.78064036,x,velocity,10,7000
indy_20161013_03_64ms,channelbase,0.70600134,x,velocity,10,7000
indy_20161014_04_64ms,channelbase,0.6990718,x,velocity,10,7000
indy_20161027_03_64ms,channelbase,0.76136935,x,velocity,10,7000
indy_20161206_02_64ms,channelbase,0.68894684,x,velocity,10,7000
indy_20161212_02_64ms,channelbase,0.7070139,x,velocity,10,7000
indy_20170131_02_64ms,channelbase,0.72975457,x,velocity,10,7000
indy_20160407_02_64ms,channelbase,0.5791583,x,velocity,15,3000
indy_20160411_01_64ms,channelbase,0.6738869,x,velocity,15,3000
indy_20160411_02_64ms,channelbase,0.69157016,x,velocity,15,3000
indy_20160418_01_64ms,channelbase,0.6153533,x,velocity,15,3000
indy_20160419_01_64ms,channelbase,0.68191767,x,velocity,15,3000
indy_20160420_01_64ms,channelbase,0.67857784,x,velocity,15,3000
indy_20160426_01_64ms,channelbase,0.6912125,x,velocity,15,3000
indy_20160622_01_64ms,channelbase,0.40026617,x,velocity,15,3000
indy_20160627_01_64ms,channelbase,0.33975285,x,velocity,15,3000
indy_20160630_01_64ms,channelbase,0.50817454,x,velocity,15,3000
indy_20161011_03_64ms,channelbase,0.68576205,x,velocity,15,3000
indy_20161013_03_64ms,channelbase,0.6750667,x,velocity,15,3000
indy_20161014_04_64ms,channelbase,0.5637213,x,velocity,15,3000
indy_20161027_03_64ms,channelbase,0.6495187,x,velocity,15,3000
indy_20161206_02_64ms,channelbase,0.32627386,x,velocity,15,3000
indy_20161212_02_64ms,channelbase,0.69888145,x,velocity,15,3000
indy_20170131_02_64ms,channelbase,0.67309546,x,velocity,15,3000
indy_20160407_02_64ms,channelbase,0.56871563,x,velocity,15,3000
indy_20160411_01_64ms,channelbase,0.66362524,x,velocity,15,3000
indy_20160411_02_64ms,channelbase,0.6619078,x,velocity,15,3000
indy_20160418_01_64ms,channelbase,0.6060303,x,velocity,15,3000
indy_20160419_01_64ms,channelbase,0.6902293,x,velocity,15,3000
indy_20160420_01_64ms,channelbase,0.69039005,x,velocity,15,3000
indy_20160426_01_64ms,channelbase,0.65901786,x,velocity,15,3000
indy_20160622_01_64ms,channelbase,0.44812894,x,velocity,15,3000
indy_20160627_01_64ms,channelbase,0.33497274,x,velocity,15,3000
indy_20160630_01_64ms,channelbase,0.52903616,x,velocity,15,3000
indy_20161011_03_64ms,channelbase,0.68308055,x,velocity,15,3000
indy_20161013_03_64ms,channelbase,0.6463816,x,velocity,15,3000
indy_20161014_04_64ms,channelbase,0.5504342,x,velocity,15,3000
indy_20161027_03_64ms,channelbase,0.694189,x,velocity,15,3000
indy_20161206_02_64ms,channelbase,0.3960706,x,velocity,15,3000
indy_20161212_02_64ms,channelbase,0.7202494,x,velocity,15,3000
indy_20170131_02_64ms,channelbase,0.6277249,x,velocity,15,3000
indy_20160407_02_64ms,channelbase,0.562943,x,velocity,15,3000
indy_20160411_01_64ms,channelbase,0.64522874,x,velocity,15,3000
indy_20160411_02_64ms,channelbase,0.68965405,x,velocity,15,3000
indy_20160418_01_64ms,channelbase,0.52267146,x,velocity,15,3000
indy_20160419_01_64ms,channelbase,0.66582257,x,velocity,15,3000
indy_20160420_01_64ms,channelbase,0.6831861,x,velocity,15,3000
indy_20160426_01_64ms,channelbase,0.6832819,x,velocity,15,3000
indy_20160622_01_64ms,channelbase,0.43887782,x,velocity,15,3000
indy_20160627_01_64ms,channelbase,0.25820172,x,velocity,15,3000
indy_20160630_01_64ms,channelbase,0.458404,x,velocity,15,3000
indy_20161011_03_64ms,channelbase,0.59600544,x,velocity,15,3000
indy_20161013_03_64ms,channelbase,0.621571,x,velocity,15,3000
indy_20161014_04_64ms,channelbase,0.5445147,x,velocity,15,3000
indy_20161027_03_64ms,channelbase,0.70287573,x,velocity,15,3000
indy_20161206_02_64ms,channelbase,0.35295826,x,velocity,15,3000
indy_20161212_02_64ms,channelbase,0.696041,x,velocity,15,3000
indy_20170131_02_64ms,channelbase,0.69512033,x,velocity,15,3000
indy_20160407_02_64ms,channelbase,0.5773796,x,velocity,15,3000
indy_20160411_01_64ms,channelbase,0.65010947,x,velocity,15,3000
indy_20160411_02_64ms,channelbase,0.67870605,x,velocity,15,3000
indy_20160418_01_64ms,channelbase,0.543041,x,velocity,15,3000
indy_20160419_01_64ms,channelbase,0.6947041,x,velocity,15,3000
indy_20160420_01_64ms,channelbase,0.7025026,x,velocity,15,3000
indy_20160426_01_64ms,channelbase,0.6840235,x,velocity,15,3000
indy_20160622_01_64ms,channelbase,0.46988642,x,velocity,15,3000
indy_20160627_01_64ms,channelbase,0.49752164,x,velocity,15,3000
indy_20160630_01_64ms,channelbase,0.50208473,x,velocity,15,3000
indy_20161011_03_64ms,channelbase,0.67431605,x,velocity,15,3000
indy_20161013_03_64ms,channelbase,0.6558478,x,velocity,15,3000
indy_20161014_04_64ms,channelbase,0.4349097,x,velocity,15,3000
indy_20161027_03_64ms,channelbase,0.6678839,x,velocity,15,3000
indy_20161206_02_64ms,channelbase,0.34763396,x,velocity,15,3000
indy_20161212_02_64ms,channelbase,0.68978965,x,velocity,15,3000
indy_20170131_02_64ms,channelbase,0.62300485,x,velocity,15,3000
indy_20160407_02_64ms,channelbase,0.57400703,x,velocity,15,3000
indy_20160411_01_64ms,channelbase,0.68976,x,velocity,15,3000
indy_20160411_02_64ms,channelbase,0.68979347,x,velocity,15,3000
indy_20160418_01_64ms,channelbase,0.6091207,x,velocity,15,3000
indy_20160419_01_64ms,channelbase,0.68175745,x,velocity,15,3000
indy_20160420_01_64ms,channelbase,0.7017129,x,velocity,15,3000
indy_20160426_01_64ms,channelbase,0.6414997,x,velocity,15,3000
indy_20160622_01_64ms,channelbase,0.27843708,x,velocity,15,3000
indy_20160627_01_64ms,channelbase,0.34238863,x,velocity,15,3000
indy_20160630_01_64ms,channelbase,0.49354374,x,velocity,15,3000
indy_20161011_03_64ms,channelbase,0.6754651,x,velocity,15,3000
indy_20161013_03_64ms,channelbase,0.6450349,x,velocity,15,3000
indy_20161014_04_64ms,channelbase,0.5771421,x,velocity,15,3000
indy_20161027_03_64ms,channelbase,0.6951982,x,velocity,15,3000
indy_20161206_02_64ms,channelbase,0.317586,x,velocity,15,3000
indy_20161212_02_64ms,channelbase,0.6812315,x,velocity,15,3000
indy_20170131_02_64ms,channelbase,0.6630596,x,velocity,15,3000
indy_20160407_02_64ms,channelbase,0.63408256,x,velocity,15,5000
indy_20160411_01_64ms,channelbase,0.7599035,x,velocity,15,5000
indy_20160411_02_64ms,channelbase,0.73002076,x,velocity,15,5000
indy_20160418_01_64ms,channelbase,0.655164,x,velocity,15,5000
indy_20160419_01_64ms,channelbase,0.7412542,x,velocity,15,5000
indy_20160420_01_64ms,channelbase,0.7163641,x,velocity,15,5000
indy_20160426_01_64ms,channelbase,0.7110579,x,velocity,15,5000
indy_20160622_01_64ms,channelbase,0.6262244,x,velocity,15,5000
indy_20160627_01_64ms,channelbase,0.535491,x,velocity,15,5000
indy_20160630_01_64ms,channelbase,0.5652248,x,velocity,15,5000
indy_20161011_03_64ms,channelbase,0.7273988,x,velocity,15,5000
indy_20161013_03_64ms,channelbase,0.7175303,x,velocity,15,5000
indy_20161014_04_64ms,channelbase,0.6387123,x,velocity,15,5000
indy_20161027_03_64ms,channelbase,0.69853723,x,velocity,15,5000
indy_20161206_02_64ms,channelbase,0.5312183,x,velocity,15,5000
indy_20161212_02_64ms,channelbase,0.6933423,x,velocity,15,5000
indy_20170131_02_64ms,channelbase,0.7159652,x,velocity,15,5000
indy_20160407_02_64ms,channelbase,0.6272293,x,velocity,15,5000
indy_20160411_01_64ms,channelbase,0.7354261,x,velocity,15,5000
indy_20160411_02_64ms,channelbase,0.7304448,x,velocity,15,5000
indy_20160418_01_64ms,channelbase,0.7047173,x,velocity,15,5000
indy_20160419_01_64ms,channelbase,0.7548228,x,velocity,15,5000
indy_20160420_01_64ms,channelbase,0.7298864,x,velocity,15,5000
indy_20160426_01_64ms,channelbase,0.71186733,x,velocity,15,5000
indy_20160622_01_64ms,channelbase,0.6361181,x,velocity,15,5000
indy_20160627_01_64ms,channelbase,0.5509913,x,velocity,15,5000
indy_20160630_01_64ms,channelbase,0.5863018,x,velocity,15,5000
indy_20161011_03_64ms,channelbase,0.7354307,x,velocity,15,5000
indy_20161013_03_64ms,channelbase,0.6993315,x,velocity,15,5000
indy_20161014_04_64ms,channelbase,0.67026734,x,velocity,15,5000
indy_20161027_03_64ms,channelbase,0.6387552,x,velocity,15,5000
indy_20161206_02_64ms,channelbase,0.59339607,x,velocity,15,5000
indy_20161212_02_64ms,channelbase,0.7104152,x,velocity,15,5000
indy_20170131_02_64ms,channelbase,0.6957375,x,velocity,15,5000
indy_20160407_02_64ms,channelbase,0.626093,x,velocity,15,5000
indy_20160411_01_64ms,channelbase,0.72244644,x,velocity,15,5000
indy_20160411_02_64ms,channelbase,0.7219253,x,velocity,15,5000
indy_20160418_01_64ms,channelbase,0.6626302,x,velocity,15,5000
indy_20160419_01_64ms,channelbase,0.73492825,x,velocity,15,5000
indy_20160420_01_64ms,channelbase,0.7321041,x,velocity,15,5000
indy_20160426_01_64ms,channelbase,0.6974097,x,velocity,15,5000
indy_20160622_01_64ms,channelbase,0.6188651,x,velocity,15,5000
indy_20160627_01_64ms,channelbase,0.61135715,x,velocity,15,5000
indy_20160630_01_64ms,channelbase,0.57762325,x,velocity,15,5000
indy_20161011_03_64ms,channelbase,0.7097975,x,velocity,15,5000
indy_20161013_03_64ms,channelbase,0.6974381,x,velocity,15,5000
indy_20161014_04_64ms,channelbase,0.61809635,x,velocity,15,5000
indy_20161027_03_64ms,channelbase,0.60741055,x,velocity,15,5000
indy_20161206_02_64ms,channelbase,0.50925887,x,velocity,15,5000
indy_20161212_02_64ms,channelbase,0.71035826,x,velocity,15,5000
indy_20170131_02_64ms,channelbase,0.7193097,x,velocity,15,5000
indy_20160407_02_64ms,channelbase,0.6389946,x,velocity,15,5000
indy_20160411_01_64ms,channelbase,0.7517444,x,velocity,15,5000
indy_20160411_02_64ms,channelbase,0.7290256,x,velocity,15,5000
indy_20160418_01_64ms,channelbase,0.697531,x,velocity,15,5000
indy_20160419_01_64ms,channelbase,0.72800183,x,velocity,15,5000
indy_20160420_01_64ms,channelbase,0.7080953,x,velocity,15,5000
indy_20160426_01_64ms,channelbase,0.6891674,x,velocity,15,5000
indy_20160622_01_64ms,channelbase,0.6504816,x,velocity,15,5000
indy_20160627_01_64ms,channelbase,0.5730754,x,velocity,15,5000
indy_20160630_01_64ms,channelbase,0.57887465,x,velocity,15,5000
indy_20161011_03_64ms,channelbase,0.7148224,x,velocity,15,5000
indy_20161013_03_64ms,channelbase,0.735011,x,velocity,15,5000
indy_20161014_04_64ms,channelbase,0.6391383,x,velocity,15,5000
indy_20161027_03_64ms,channelbase,0.6502701,x,velocity,15,5000
indy_20161206_02_64ms,channelbase,0.5463331,x,velocity,15,5000
indy_20161212_02_64ms,channelbase,0.6950036,x,velocity,15,5000
indy_20170131_02_64ms,channelbase,0.7157366,x,velocity,15,5000
indy_20160407_02_64ms,channelbase,0.6308191,x,velocity,15,5000
indy_20160411_01_64ms,channelbase,0.7481739,x,velocity,15,5000
indy_20160411_02_64ms,channelbase,0.74904436,x,velocity,15,5000
indy_20160418_01_64ms,channelbase,0.68560755,x,velocity,15,5000
indy_20160419_01_64ms,channelbase,0.7671771,x,velocity,15,5000
indy_20160420_01_64ms,channelbase,0.7323742,x,velocity,15,5000
indy_20160426_01_64ms,channelbase,0.730964,x,velocity,15,5000
indy_20160622_01_64ms,channelbase,0.60270995,x,velocity,15,5000
indy_20160627_01_64ms,channelbase,0.5248868,x,velocity,15,5000
indy_20160630_01_64ms,channelbase,0.5584179,x,velocity,15,5000
indy_20161011_03_64ms,channelbase,0.70837426,x,velocity,15,5000
indy_20161013_03_64ms,channelbase,0.700545,x,velocity,15,5000
indy_20161014_04_64ms,channelbase,0.6897472,x,velocity,15,5000
indy_20161027_03_64ms,channelbase,0.663025,x,velocity,15,5000
indy_20161206_02_64ms,channelbase,0.5665838,x,velocity,15,5000
indy_20161212_02_64ms,channelbase,0.74316,x,velocity,15,5000
indy_20170131_02_64ms,channelbase,0.71025085,x,velocity,15,5000
indy_20160407_02_64ms,channelbase,0.6547451,x,velocity,15,7000
indy_20160411_01_64ms,channelbase,0.76407695,x,velocity,15,7000
indy_20160411_02_64ms,channelbase,0.76873004,x,velocity,15,7000
indy_20160418_01_64ms,channelbase,0.7260921,x,velocity,15,7000
indy_20160419_01_64ms,channelbase,0.7396754,x,velocity,15,7000
indy_20160420_01_64ms,channelbase,0.7717972,x,velocity,15,7000
indy_20160426_01_64ms,channelbase,0.7560124,x,velocity,15,7000
indy_20160622_01_64ms,channelbase,0.68460125,x,velocity,15,7000
indy_20160627_01_64ms,channelbase,0.60586584,x,velocity,15,7000
indy_20160630_01_64ms,channelbase,0.62571704,x,velocity,15,7000
indy_20161011_03_64ms,channelbase,0.78173214,x,velocity,15,7000
indy_20161013_03_64ms,channelbase,0.72712886,x,velocity,15,7000
indy_20161014_04_64ms,channelbase,0.7182986,x,velocity,15,7000
indy_20161027_03_64ms,channelbase,0.7535264,x,velocity,15,7000
indy_20161206_02_64ms,channelbase,0.68725944,x,velocity,15,7000
indy_20161212_02_64ms,channelbase,0.70746577,x,velocity,15,7000
indy_20170131_02_64ms,channelbase,0.75806284,x,velocity,15,7000
indy_20160407_02_64ms,channelbase,0.6706649,x,velocity,15,7000
indy_20160411_01_64ms,channelbase,0.7825022,x,velocity,15,7000
indy_20160411_02_64ms,channelbase,0.75986993,x,velocity,15,7000
indy_20160418_01_64ms,channelbase,0.7255562,x,velocity,15,7000
indy_20160419_01_64ms,channelbase,0.76004744,x,velocity,15,7000
indy_20160420_01_64ms,channelbase,0.76752204,x,velocity,15,7000
indy_20160426_01_64ms,channelbase,0.7267078,x,velocity,15,7000
indy_20160622_01_64ms,channelbase,0.6380851,x,velocity,15,7000
indy_20160627_01_64ms,channelbase,0.61826146,x,velocity,15,7000
indy_20160630_01_64ms,channelbase,0.623496,x,velocity,15,7000
indy_20161011_03_64ms,channelbase,0.7589006,x,velocity,15,7000
indy_20161013_03_64ms,channelbase,0.7031697,x,velocity,15,7000
indy_20161014_04_64ms,channelbase,0.69783217,x,velocity,15,7000
indy_20161027_03_64ms,channelbase,0.7285725,x,velocity,15,7000
indy_20161206_02_64ms,channelbase,0.6739159,x,velocity,15,7000
indy_20161212_02_64ms,channelbase,0.7260036,x,velocity,15,7000
indy_20170131_02_64ms,channelbase,0.7438332,x,velocity,15,7000
indy_20160407_02_64ms,channelbase,0.68534553,x,velocity,15,7000
indy_20160411_01_64ms,channelbase,0.75831646,x,velocity,15,7000
indy_20160411_02_64ms,channelbase,0.768623,x,velocity,15,7000
indy_20160418_01_64ms,channelbase,0.7156,x,velocity,15,7000
indy_20160419_01_64ms,channelbase,0.7638539,x,velocity,15,7000
indy_20160420_01_64ms,channelbase,0.7534575,x,velocity,15,7000
indy_20160426_01_64ms,channelbase,0.7397827,x,velocity,15,7000
indy_20160622_01_64ms,channelbase,0.6719212,x,velocity,15,7000
indy_20160627_01_64ms,channelbase,0.6095993,x,velocity,15,7000
indy_20160630_01_64ms,channelbase,0.60159,x,velocity,15,7000
indy_20161011_03_64ms,channelbase,0.7785064,x,velocity,15,7000
indy_20161013_03_64ms,channelbase,0.7377124,x,velocity,15,7000
indy_20161014_04_64ms,channelbase,0.6912867,x,velocity,15,7000
indy_20161027_03_64ms,channelbase,0.77075183,x,velocity,15,7000
indy_20161206_02_64ms,channelbase,0.6849881,x,velocity,15,7000
indy_20161212_02_64ms,channelbase,0.7091441,x,velocity,15,7000
indy_20170131_02_64ms,channelbase,0.7582612,x,velocity,15,7000
indy_20160407_02_64ms,channelbase,0.6719136,x,velocity,15,7000
indy_20160411_01_64ms,channelbase,0.77304053,x,velocity,15,7000
indy_20160411_02_64ms,channelbase,0.76731384,x,velocity,15,7000
indy_20160418_01_64ms,channelbase,0.71316373,x,velocity,15,7000
indy_20160419_01_64ms,channelbase,0.71649384,x,velocity,15,7000
indy_20160420_01_64ms,channelbase,0.7519305,x,velocity,15,7000
indy_20160426_01_64ms,channelbase,0.76210046,x,velocity,15,7000
indy_20160622_01_64ms,channelbase,0.66405123,x,velocity,15,7000
indy_20160627_01_64ms,channelbase,0.6476786,x,velocity,15,7000
indy_20160630_01_64ms,channelbase,0.6256359,x,velocity,15,7000
indy_20161011_03_64ms,channelbase,0.7780848,x,velocity,15,7000
indy_20161013_03_64ms,channelbase,0.7294357,x,velocity,15,7000
indy_20161014_04_64ms,channelbase,0.70093757,x,velocity,15,7000
indy_20161027_03_64ms,channelbase,0.755055,x,velocity,15,7000
indy_20161206_02_64ms,channelbase,0.67077684,x,velocity,15,7000
indy_20161212_02_64ms,channelbase,0.72042507,x,velocity,15,7000
indy_20170131_02_64ms,channelbase,0.7525517,x,velocity,15,7000
indy_20160407_02_64ms,channelbase,0.672796,x,velocity,15,7000
indy_20160411_01_64ms,channelbase,0.76468915,x,velocity,15,7000
indy_20160411_02_64ms,channelbase,0.7641897,x,velocity,15,7000
indy_20160418_01_64ms,channelbase,0.7188475,x,velocity,15,7000
indy_20160419_01_64ms,channelbase,0.7434783,x,velocity,15,7000
indy_20160420_01_64ms,channelbase,0.7607846,x,velocity,15,7000
indy_20160426_01_64ms,channelbase,0.7190976,x,velocity,15,7000
indy_20160622_01_64ms,channelbase,0.6683198,x,velocity,15,7000
indy_20160627_01_64ms,channelbase,0.57515407,x,velocity,15,7000
indy_20160630_01_64ms,channelbase,0.6081984,x,velocity,15,7000
indy_20161011_03_64ms,channelbase,0.7742666,x,velocity,15,7000
indy_20161013_03_64ms,channelbase,0.7572911,x,velocity,15,7000
indy_20161014_04_64ms,channelbase,0.71656466,x,velocity,15,7000
indy_20161027_03_64ms,channelbase,0.7712278,x,velocity,15,7000
indy_20161206_02_64ms,channelbase,0.6607092,x,velocity,15,7000
indy_20161212_02_64ms,channelbase,0.71020365,x,velocity,15,7000
indy_20170131_02_64ms,channelbase,0.7528387,x,velocity,15,7000
